@,B,D,$,F,&,G,I,L,M,N,O,Q,U,V,Y,~,
DE0008474503,,4.12.02,,EUR,2,1.000000,65.257,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.525000,34.26,4.12.02,DekaFonds CF,847450,
DE0007019317,,4.18.02,,EUR,2,1.000000,38.344,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.304000,50.00,4.18.02,Deka-Finanzwerte TF,701931,
IE0005258151,,4.18.02,,EUR,0,1.000000,54.855,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.823000,100.00,4.18.02,Deka-PharmaTech TF,989094,
LU0133666759,,5.10.02,,EUR,2,1.000000,52.374,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.864000,150.00,5.10.02,Deka-ConvergenceAktien TF,940542,
DE0008474503,,5.14.02,,EUR,2,1.000000,63.918,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.536000,34.26,5.14.02,DekaFonds CF,847450,
DE0007019317,,5.21.02,,EUR,2,1.000000,36.792,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.359000,50.00,5.21.02,Deka-Finanzwerte TF,701931,
LU0133666759,,5.21.02,,EUR,2,1.000000,53.135,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.941000,50.00,5.21.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,5.21.02,,EUR,0,1.000000,50.968,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.962000,100.00,5.21.02,Deka-PharmaTech TF,989094,
DE0008474503,,6.13.02,,EUR,2,1.000000,58.967,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.581000,34.26,6.13.02,DekaFonds CF,847450,
DE0007019317,,6.18.02,,EUR,2,1.000000,33.944,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.473000,50.00,6.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,6.18.02,,EUR,2,1.000000,47.985,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.042000,50.00,6.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,6.18.02,,EUR,0,1.000000,46.189,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.165000,100.00,6.18.02,Deka-PharmaTech TF,989094,
DE0008474503,,7.12.02,,EUR,2,1.000000,54.295,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.631000,34.26,7.12.02,DekaFonds CF,847450,
DE0007019317,,7.18.02,,EUR,2,1.000000,29.240,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.710000,50.00,7.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,7.18.02,,EUR,2,1.000000,44.209,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.131000,50.00,7.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,7.18.02,,EUR,0,1.000000,38.685,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.585000,100.00,7.18.02,Deka-PharmaTech TF,989094,
DE0008474503,,8.14.02,,EUR,2,1.000000,46.739,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.733000,34.26,8.14.02,DekaFonds CF,847450,
DE0007019317,,8.19.02,,EUR,2,1.000000,29.638,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.687000,50.00,8.19.02,Deka-Finanzwerte TF,701931,
LU0133666759,,8.19.02,,EUR,2,1.000000,41.528,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.204000,50.00,8.19.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,8.19.02,,EUR,0,1.000000,42.992,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.326000,100.00,8.19.02,Deka-PharmaTech TF,989094,
IE0005258151,,8.20.02,,EUR,0,1.000000,43.333,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.048000,2.08,8.20.02,Deka-PharmaTech TF,989094,
DE0008474503,,9.12.02,,EUR,2,1.000000,46.048,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.744000,34.26,9.12.02,DekaFonds CF,847450,
DE0007019317,,9.18.02,,EUR,2,1.000000,26.969,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.854000,50.00,9.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,9.18.02,,EUR,2,1.000000,40.950,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.221000,50.00,9.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,9.18.02,,EUR,0,1.000000,40.371,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.477000,100.00,9.18.02,Deka-PharmaTech TF,989094,
DE0005424519,,10.8.02,,EUR,2,1.000000,32.505,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3.784000,123.00,10.8.02,Deka-BR 100,542451,
DE0008474503,,10.14.02,,EUR,2,1.000000,37.898,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.904000,34.26,10.14.02,DekaFonds CF,847450,
DE0007019317,,10.18.02,,EUR,2,1.000000,27.747,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.802000,50.00,10.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,10.18.02,,EUR,2,1.000000,41.876,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.194000,50.00,10.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,10.18.02,,EUR,0,1.000000,42.790,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.337000,100.00,10.18.02,Deka-PharmaTech TF,989094,
DE0008474503,,11.14.02,,EUR,2,1.000000,40.834,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.839000,34.26,11.14.02,DekaFonds CF,847450,
DE0007019317,,11.18.02,,EUR,2,1.000000,27.367,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.827000,50.00,11.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,11.18.02,,EUR,2,1.000000,45.208,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.106000,50.00,11.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,11.18.02,,EUR,0,1.000000,41.254,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.424000,100.00,11.18.02,Deka-PharmaTech TF,989094,
DE0005424519,,12.9.02,,EUR,2,1.000000,35.818,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3.434000,123.00,12.9.02,Deka-BR 100,542451,
DE0008474503,,12.12.02,,EUR,2,1.000000,41.427,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.827000,34.26,12.12.02,DekaFonds CF,847450,
DE0007019317,,12.18.02,,EUR,2,1.000000,26.709,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.872000,50.00,12.18.02,Deka-Finanzwerte TF,701931,
LU0133666759,,12.18.02,,EUR,2,1.000000,43.975,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.137000,50.00,12.18.02,Deka-ConvergenceAktien TF,940542,
IE0005258151,,12.18.02,,EUR,0,1.000000,39.093,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.558000,100.00,12.18.02,Deka-PharmaTech TF,989094,
DE0008474503,,1.14.03,,EUR,2,1.000000,40.401,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.848000,34.26,1.14.03,DekaFonds CF,847450,
DE0007019317,,1.20.03,,EUR,2,1.000000,26.055,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.919000,50.00,1.20.03,Deka-Finanzwerte TF,701931,
LU0133666759,,1.20.03,,EUR,2,1.000000,42.445,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.178000,50.00,1.20.03,Deka-ConvergenceAktien TF,940542,
IE0005258151,,1.21.03,,EUR,0,1.000000,37.994,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.632000,100.00,1.21.03,Deka-PharmaTech TF,989094,
DE0005424519,,2.10.03,,EUR,2,1.000000,30.735,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.334000,41.00,2.10.03,Deka-BR 100,542451,
DE0008474503,,2.13.03,,EUR,2,1.000000,33.720,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.016000,34.26,2.13.03,DekaFonds CF,847450,
DE0007019317,,2.18.03,,EUR,2,1.000000,23.901,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.092000,50.00,2.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,2.18.03,,EUR,2,1.000000,41.597,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.202000,50.00,2.18.03,Deka-ConvergenceAktien TF,940542,
IE0005258151,,2.18.03,,EUR,0,1.000000,35.398,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.825000,100.00,2.18.03,Deka-PharmaTech TF,989094,
DE0008474503,,2.21.03,,EUR,2,1.000000,32.526,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.475000,15.45,2.21.03,DekaFonds CF,847450,
DE0008474503,,3.13.03,,EUR,2,1.000000,29.534,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.160000,34.26,3.13.03,DekaFonds CF,847450,
DE0007019317,,3.18.03,,EUR,2,1.000000,23.787,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.102000,50.00,3.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,3.18.03,,EUR,2,1.000000,40.519,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.234000,50.00,3.18.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,3.18.03,,EUR,2,1.000000,62.344,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.802000,50.00,3.18.03,Deka-VarioInvest TF,977182,
DE0009771824,,3.21.03,,EUR,2,1.000000,62.360,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,16.036000,"1,000.00",3.21.03,Deka-VarioInvest TF,977182,
DE0009771824,,4.7.03,,EUR,2,1.000000,62.406,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4.006000,250.00,4.7.03,Deka-VarioInvest TF,977182,
DE0005424519,,4.8.03,,EUR,2,1.000000,32.334,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.268000,41.00,4.8.03,Deka-BR 100,542451,
DE0009771824,,4.8.03,,EUR,2,1.000000,62.406,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4.006000,250.00,4.8.03,Deka-VarioInvest TF,977182,
DE0008474503,,4.15.03,,EUR,2,1.000000,36.603,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.936000,34.26,4.15.03,DekaFonds CF,847450,
DE0007019317,,4.22.03,,EUR,2,1.000000,24.765,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.019000,50.00,4.22.03,Deka-Finanzwerte TF,701931,
LU0133666759,,4.22.03,,EUR,2,1.000000,43.975,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.137000,50.00,4.22.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,4.22.03,,EUR,2,1.000000,62.422,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.801000,50.00,4.22.03,Deka-VarioInvest TF,977182,
DE0008474503,,5.14.03,,EUR,2,1.000000,37.773,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.907000,34.26,5.14.03,DekaFonds CF,847450,
DE0009771824,,5.14.03,,EUR,2,1.000000,62.526,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4.798000,300.00,5.14.03,Deka-VarioInvest TF,977182,
DE0007019317,,5.19.03,,EUR,2,1.000000,24.570,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.035000,50.00,5.19.03,Deka-Finanzwerte TF,701931,
LU0133666759,,5.19.03,,EUR,2,1.000000,44.803,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.116000,50.00,5.19.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,5.19.03,,EUR,2,1.000000,62.578,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.799000,50.00,5.19.03,Deka-VarioInvest TF,977182,
DE0009771824,,6.2.03,,EUR,2,1.000000,62.578,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.598000,100.00,6.2.03,Deka-VarioInvest TF,977182,
DE0005424519,,6.10.03,,EUR,2,1.000000,33.091,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.239000,41.00,6.10.03,Deka-BR 100,542451,
DE0008474503,,6.12.03,,EUR,2,1.000000,42.140,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.813000,34.26,6.12.03,DekaFonds CF,847450,
DE0007019317,,6.18.03,,EUR,2,1.000000,26.738,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.870000,50.00,6.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,6.18.03,,EUR,2,1.000000,47.214,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.059000,50.00,6.18.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,6.18.03,,EUR,2,1.000000,62.657,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.798000,50.00,6.18.03,Deka-VarioInvest TF,977182,
DE0009771824,,6.30.03,,EUR,2,1.000000,62.696,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.595000,100.00,6.30.03,Deka-VarioInvest TF,977182,
DE0005424519,,7.1.03,,EUR,2,1.000000,32.000,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.005000,0.16,7.1.03,Deka-BR 100,542451,
DE0008474503,,7.14.03,,EUR,2,1.000000,43.588,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.786000,34.26,7.14.03,DekaFonds CF,847450,
DE0007019317,,7.18.03,,EUR,2,1.000000,27.086,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.846000,50.00,7.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,7.18.03,,EUR,2,1.000000,46.125,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.084000,50.00,7.18.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,7.18.03,,EUR,2,1.000000,62.735,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.797000,50.00,7.18.03,Deka-VarioInvest TF,977182,
DE0005424519,,8.8.03,,EUR,2,1.000000,34.281,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.196000,41.00,8.8.03,Deka-BR 100,542451,
DE0008474503,,8.14.03,,EUR,2,1.000000,44.378,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.772000,34.26,8.14.03,DekaFonds CF,847450,
DE0007019317,,8.18.03,,EUR,2,1.000000,27.716,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.804000,50.00,8.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,8.18.03,,EUR,2,1.000000,51.073,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.979000,50.00,8.18.03,Deka-ConvergenceAktien TF,940542,
DE0005424519,,8.26.03,,EUR,2,1.000000,36.538,,Zulagenzahlung 2002,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.040000,38.00,8.26.03,Deka-BR 100,542451,
DE0008474503,,9.12.03,,EUR,2,1.000000,46.549,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.736000,34.26,9.12.03,DekaFonds CF,847450,
DE0007019317,,9.18.03,,EUR,2,1.000000,28.265,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.769000,50.00,9.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,9.18.03,,EUR,2,1.000000,53.937,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.927000,50.00,9.18.03,Deka-ConvergenceAktien TF,940542,
DE0009771824,,10.2.03,,EUR,2,1.000000,62.972,Kursgewinne:Realisierte Gewinne|,,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.588000,100.00,10.2.03,Deka-VarioInvest TF,977182,
DE0005424519,,10.8.03,,EUR,2,1.000000,36.092,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.136000,41.00,10.8.03,Deka-BR 100,542451,
DE0008474503,,10.14.03,,EUR,2,1.000000,46.297,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.740000,34.26,10.14.03,DekaFonds CF,847450,
DE0007019317,,10.20.03,,EUR,2,1.000000,28.703,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.742000,50.00,10.20.03,Deka-Finanzwerte TF,701931,
LU0133666759,,10.20.03,,EUR,2,1.000000,59.172,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.845000,50.00,10.20.03,Deka-ConvergenceAktien TF,940542,
DE0008474503,,11.13.03,,EUR,2,1.000000,49.724,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.689000,34.26,11.13.03,DekaFonds CF,847450,
DE0009771824,,11.13.03,,EUR,2,1.000000,63.068,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7.928000,500.00,11.13.03,Deka-VarioInvest TF,977182,
DE0009771824,,11.17.03,,EUR,2,1.000000,63.084,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7.926000,500.00,11.17.03,Deka-VarioInvest TF,977182,
DE0007019317,,11.18.03,,EUR,2,1.000000,28.043,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.783000,50.00,11.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,11.18.03,,EUR,2,1.000000,52.083,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.960000,50.00,11.18.03,Deka-ConvergenceAktien TF,940542,
DE0005424519,,12.8.03,,EUR,2,1.000000,36.060,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.137000,41.00,12.8.03,Deka-BR 100,542451,
DE0008474503,,12.15.03,,EUR,2,1.000000,50.831,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.674000,34.26,12.15.03,DekaFonds CF,847450,
IE0002080863,,12.16.03,,EUR,2,1.000000,28.918,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6.916000,200.00,12.16.03,Deka-GlobalResources TF,565126,
DE0007019317,,12.18.03,,EUR,2,1.000000,27.949,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.789000,50.00,12.18.03,Deka-Finanzwerte TF,701931,
LU0133666759,,12.18.03,,EUR,2,1.000000,52.576,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.951000,50.00,12.18.03,Deka-ConvergenceAktien TF,940542,
DE0007019317,,1.2.04,,EUR,2,1.000000,26.667,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.003000,0.08,1.2.04,Deka-Finanzwerte TF,701931,
DE0009771824,,1.2.04,,EUR,2,1.000000,63.000,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.100000,6.30,1.2.04,Deka-VarioInvest TF,977182,
DE0005424519,,1.8.04,,EUR,2,1.000000,37.071,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.106000,41.00,1.8.04,Deka-BR 100,542451,
DE0008474503,,1.14.04,,EUR,2,1.000000,52.067,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.658000,34.26,1.14.04,DekaFonds CF,847450,
DE0007019317,,1.19.04,,EUR,2,1.000000,30.048,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.664000,50.00,1.19.04,Deka-Finanzwerte TF,701931,
LU0133666759,,1.19.04,,EUR,2,1.000000,56.370,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.887000,50.00,1.19.04,Deka-ConvergenceAktien TF,940542,
IE0002080863,,1.20.04,,EUR,2,1.000000,30.102,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.661000,50.00,1.20.04,Deka-GlobalResources TF,565126,
DE0005424519,,2.9.04,,EUR,2,1.000000,36.837,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.113000,41.00,2.9.04,Deka-BR 100,542451,
DE0008474503,,2.12.04,,EUR,2,1.000000,53.615,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.639000,34.26,2.12.04,DekaFonds CF,847450,
IE0002080863,,2.18.04,,EUR,2,1.000000,30.340,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.648000,50.00,2.18.04,Deka-GlobalResources TF,565126,
DE0007019317,,2.18.04,,EUR,2,1.000000,29.833,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.676000,50.00,2.18.04,Deka-Finanzwerte TF,701931,
LU0133666759,,2.18.04,,EUR,2,1.000000,57.604,,,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.868000,50.00,2.18.04,Deka-ConvergenceAktien TF,940542,
DE0008474503,,2.20.04,,EUR,2,1.000000,50.804,Kapitalertr�ge:sonstige Einnahme|,,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.908000,46.13,2.20.04,DekaFonds CF,847450,
